tempo_min,sensorId,latitude,longitude,vazao,status,pH,DQO,OD,turbidez,temperatura,coliformes,ecoli,H2S,amonia,qualidade
286.00,SENSOR_000,-23.500000,-46.600000,128.81,NORMAL,8.12,416.94,2.05,794.20,21.73,1575,665,1.11,3.14,MODERADA
286.00,SENSOR_001,-23.490000,-46.590000,144.17,NORMAL,7.60,445.84,4.72,847.83,18.11,1342,268,0.34,3.45,RUIM
286.00,SENSOR_002,-23.480000,-46.580000,160.54,NORMAL,7.04,384.65,1.51,560.76,18.57,1714,1049,0.53,4.96,RUIM
286.00,SENSOR_003,-23.470000,-46.570000,165.31,NORMAL,8.24,477.07,1.71,584.94,28.63,1625,827,1.61,0.58,RUIM
286.00,SENSOR_004,-23.460000,-46.560000,196.28,NORMAL,7.29,514.14,3.21,164.41,25.35,1931,162,0.79,4.51,RUIM
286.00,SENSOR_005,-23.450000,-46.550000,214.84,NORMAL,7.38,466.53,4.96,206.25,18.53,1237,246,0.41,3.19,MODERADA
286.00,SENSOR_006,-23.440000,-46.540000,226.88,NORMAL,6.56,221.39,1.49,526.01,22.72,1476,172,0.17,1.72,RUIM
286.00,SENSOR_007,-23.430000,-46.530000,248.19,NORMAL,7.89,481.70,2.57,247.14,21.28,1856,102,0.75,2.26,MODERADA
287.00,SENSOR_000,-23.500000,-46.600000,114.97,NORMAL,7.25,581.87,1.29,634.75,18.04,1738,168,1.52,2.32,RUIM
287.00,SENSOR_001,-23.490000,-46.590000,148.29,NORMAL,8.39,593.39,3.80,792.30,29.03,990,821,0.88,3.92,RUIM
287.00,SENSOR_002,-23.480000,-46.580000,174.14,NORMAL,7.73,564.65,1.78,840.63,21.92,582,324,0.26,2.91,RUIM
287.00,SENSOR_003,-23.470000,-46.570000,172.25,NORMAL,8.41,481.23,4.50,580.56,29.99,1103,908,0.75,2.83,MODERADA
287.00,SENSOR_004,-23.460000,-46.560000,189.90,NORMAL,7.63,229.01,4.49,663.04,20.55,1885,283,1.64,2.89,RUIM
287.00,SENSOR_005,-23.450000,-46.550000,226.11,NORMAL,7.93,545.28,4.08,418.11,20.00,2321,570,0.45,2.84,RUIM
287.00,SENSOR_006,-23.440000,-46.540000,667.04,VAZAMENTO,8.05,345.38,1.03,360.06,32.22,1834,529,0.22,4.91,RUIM
287.00,SENSOR_007,-23.430000,-46.530000,244.09,NORMAL,7.10,476.75,4.74,578.55,18.83,980,701,0.72,1.53,MODERADA
288.00,SENSOR_000,-23.500000,-46.600000,121.92,NORMAL,8.31,565.25,4.26,930.47,22.75,1421,611,1.39,3.96,RUIM
288.00,SENSOR_001,-23.490000,-46.590000,143.39,NORMAL,7.02,485.41,2.17,103.30,18.26,2030,602,1.45,4.40,RUIM
288.00,SENSOR_002,-23.480000,-46.580000,147.32,NORMAL,8.33,343.94,4.79,190.63,25.55,587,1093,1.61,4.03,RUIM
288.00,SENSOR_003,-23.470000,-46.570000,189.33,NORMAL,6.84,457.72,4.49,433.06,26.35,1273,500,1.98,2.45,RUIM
288.00,SENSOR_004,-23.460000,-46.560000,190.08,NORMAL,7.93,347.12,3.49,215.38,27.97,1644,998,1.74,3.11,RUIM
288.00,SENSOR_005,-23.450000,-46.550000,225.28,NORMAL,7.98,244.04,2.85,812.65,26.84,1621,559,0.66,4.66,RUIM
288.00,SENSOR_006,-23.440000,-46.540000,240.60,NORMAL,7.64,516.16,1.66,384.24,32.28,1004,212,0.81,0.84,RUIM
288.00,SENSOR_007,-23.430000,-46.530000,247.24,NORMAL,7.07,581.05,4.34,287.49,27.87,964,933,1.82,3.52,RUIM
289.00,SENSOR_000,-23.500000,-46.600000,116.95,NORMAL,7.86,418.72,1.35,362.65,27.58,1481,228,1.98,2.60,RUIM
289.00,SENSOR_001,-23.490000,-46.590000,144.59,NORMAL,8.01,545.48,4.77,607.05,28.49,937,648,1.76,3.34,RUIM
289.00,SENSOR_002,-23.480000,-46.580000,156.97,NORMAL,7.76,529.75,1.40,202.48,19.44,1784,558,0.93,0.76,RUIM
289.00,SENSOR_003,-23.470000,-46.570000,167.76,NORMAL,7.26,346.32,2.96,480.82,25.96,1785,1073,1.95,4.82,RUIM
289.00,SENSOR_004,-23.460000,-46.560000,190.76,NORMAL,8.43,462.22,2.54,637.67,20.52,1438,293,0.40,2.66,MODERADA
289.00,SENSOR_005,-23.450000,-46.550000,209.93,NORMAL,7.55,586.20,3.45,518.37,26.46,2280,637,1.93,1.94,RUIM
289.00,SENSOR_006,-23.440000,-46.540000,245.69,NORMAL,6.99,381.86,4.77,733.32,25.74,788,253,1.80,3.74,RUIM
289.00,SENSOR_007,-23.430000,-46.530000,249.69,NORMAL,7.06,420.87,4.73,64.57,25.45,902,937,1.90,1.34,RUIM
290.00,SENSOR_000,-23.500000,-46.600000,117.20,NORMAL,7.99,200.89,2.16,484.71,30.77,1145,621,0.02,2.74,MODERADA
290.00,SENSOR_001,-23.490000,-46.590000,141.27,NORMAL,6.59,226.39,1.46,659.65,32.34,1084,861,1.61,2.50,RUIM
290.00,SENSOR_002,-23.480000,-46.580000,153.85,NORMAL,6.57,390.61,3.64,235.74,29.16,1278,922,1.85,1.50,RUIM
290.00,SENSOR_003,-23.470000,-46.570000,185.13,NORMAL,7.18,482.16,1.94,978.43,18.34,2002,876,0.54,1.41,RUIM
290.00,SENSOR_004,-23.460000,-46.560000,47.37,ENTUPIMENTO,7.22,398.05,1.35,517.43,31.00,1724,585,0.58,4.27,RUIM
290.00,SENSOR_005,-23.450000,-46.550000,211.50,NORMAL,8.02,248.54,2.90,535.74,30.86,2482,581,0.30,4.62,RUIM
290.00,SENSOR_006,-23.440000,-46.540000,57.66,ENTUPIMENTO,6.78,385.31,1.41,412.45,23.69,1263,209,1.88,4.24,RUIM
290.00,SENSOR_007,-23.430000,-46.530000,251.46,NORMAL,8.01,307.70,2.54,965.67,24.65,2270,299,0.23,1.07,RUIM
291.00,SENSOR_000,-23.500000,-46.600000,137.44,NORMAL,7.08,429.21,2.88,829.41,25.47,2040,152,0.44,3.56,RUIM
291.00,SENSOR_001,-23.490000,-46.590000,155.08,NORMAL,6.89,489.63,2.03,278.92,19.55,1911,125,1.69,3.39,RUIM
291.00,SENSOR_002,-23.480000,-46.580000,173.56,NORMAL,7.29,411.12,3.39,906.09,31.85,1563,728,1.58,4.62,RUIM
291.00,SENSOR_003,-23.470000,-46.570000,167.94,NORMAL,8.11,565.53,1.79,80.43,32.50,1048,651,0.60,2.79,RUIM
291.00,SENSOR_004,-23.460000,-46.560000,196.48,NORMAL,8.45,303.85,1.53,516.41,27.97,1672,724,0.76,4.14,RUIM
291.00,SENSOR_005,-23.450000,-46.550000,222.22,NORMAL,6.52,405.21,3.33,985.52,19.34,1177,373,1.45,3.45,RUIM
291.00,SENSOR_006,-23.440000,-46.540000,222.41,NORMAL,7.95,513.46,2.18,541.24,25.44,1121,477,0.38,2.41,RUIM
291.00,SENSOR_007,-23.430000,-46.530000,255.68,NORMAL,7.81,594.20,2.15,731.87,25.18,1907,546,0.96,2.81,RUIM
292.00,SENSOR_000,-23.500000,-46.600000,137.74,NORMAL,7.69,573.03,2.95,243.06,22.72,2018,164,0.94,3.26,RUIM
292.00,SENSOR_001,-23.490000,-46.590000,149.07,NORMAL,8.33,362.24,4.09,851.99,32.32,2328,890,0.02,3.66,RUIM
292.00,SENSOR_002,-23.480000,-46.580000,167.36,NORMAL,7.32,492.87,1.14,893.80,29.78,775,1096,1.66,1.37,RUIM
292.00,SENSOR_003,-23.470000,-46.570000,184.70,NORMAL,8.43,223.34,2.02,502.06,29.93,1942,344,0.53,4.80,RUIM
292.00,SENSOR_004,-23.460000,-46.560000,191.87,NORMAL,6.69,234.61,2.51,662.95,24.41,986,957,0.44,1.12,MODERADA
292.00,SENSOR_005,-23.450000,-46.550000,213.23,NORMAL,7.91,508.38,2.41,798.21,26.61,974,1066,0.30,1.98,RUIM
292.00,SENSOR_006,-23.440000,-46.540000,233.56,NORMAL,6.83,564.09,4.92,925.87,32.05,1352,451,1.39,0.98,RUIM
292.00,SENSOR_007,-23.430000,-46.530000,233.82,NORMAL,7.50,223.14,3.27,221.39,29.58,1565,862,1.69,4.89,RUIM
293.00,SENSOR_000,-23.500000,-46.600000,133.64,NORMAL,8.23,216.74,1.65,162.18,32.47,2008,338,1.47,3.40,RUIM
293.00,SENSOR_001,-23.490000,-46.590000,149.72,NORMAL,7.68,548.40,3.15,104.14,29.53,659,548,1.34,3.25,RUIM
293.00,SENSOR_002,-23.480000,-46.580000,150.30,NORMAL,8.43,400.61,3.69,378.84,27.07,1269,858,1.37,0.94,MODERADA
293.00,SENSOR_003,-23.470000,-46.570000,177.55,NORMAL,7.05,382.49,1.14,197.91,28.65,1528,642,0.28,1.79,RUIM
293.00,SENSOR_004,-23.460000,-46.560000,197.09,NORMAL,8.42,207.98,2.76,132.13,30.88,2017,424,0.73,4.34,RUIM
293.00,SENSOR_005,-23.450000,-46.550000,199.26,NORMAL,7.79,347.53,2.59,893.22,26.84,1237,710,1.33,4.51,RUIM
293.00,SENSOR_006,-23.440000,-46.540000,226.30,NORMAL,6.76,366.41,3.32,361.13,21.02,2096,349,1.42,0.74,RUIM
293.00,SENSOR_007,-23.430000,-46.530000,236.95,NORMAL,6.68,447.56,2.07,732.70,19.28,1465,670,1.99,1.70,RUIM
294.00,SENSOR_000,-23.500000,-46.600000,125.33,NORMAL,7.88,512.25,4.76,453.81,32.88,1215,805,0.25,1.42,RUIM
294.00,SENSOR_001,-23.490000,-46.590000,138.53,NORMAL,7.16,451.97,3.54,562.25,20.40,2392,204,1.22,2.28,RUIM
294.00,SENSOR_002,-23.480000,-46.580000,174.63,NORMAL,7.89,411.53,4.93,947.10,31.78,858,760,1.93,1.99,RUIM
294.00,SENSOR_003,-23.470000,-46.570000,167.07,NORMAL,8.47,528.71,4.35,328.33,31.56,1692,1080,1.45,4.05,RUIM
294.00,SENSOR_004,-23.460000,-46.560000,199.96,NORMAL,7.30,200.84,4.50,385.29,23.29,1376,1098,0.54,4.46,RUIM
294.00,SENSOR_005,-23.450000,-46.550000,602.79,VAZAMENTO,6.89,323.29,1.77,382.98,18.41,1593,208,1.64,2.02,RUIM
294.00,SENSOR_006,-23.440000,-46.540000,233.81,NORMAL,7.05,218.89,3.35,640.80,32.24,1461,950,1.50,3.77,RUIM
294.00,SENSOR_007,-23.430000,-46.530000,234.04,NORMAL,6.53,543.92,2.41,139.70,30.77,2243,676,1.89,0.80,RUIM
295.00,SENSOR_000,-23.500000,-46.600000,114.69,NORMAL,7.02,335.24,1.94,824.43,24.69,1587,965,1.28,0.52,RUIM
295.00,SENSOR_001,-23.490000,-46.590000,129.87,NORMAL,6.82,337.39,1.02,146.87,31.02,945,305,0.53,1.48,RUIM
295.00,SENSOR_002,-23.480000,-46.580000,166.53,NORMAL,8.24,379.79,3.87,73.94,20.91,2193,467,1.25,2.18,RUIM
295.00,SENSOR_003,-23.470000,-46.570000,163.78,NORMAL,8.11,205.27,4.93,575.18,18.99,1716,359,0.76,1.64,MODERADA
295.00,SENSOR_004,-23.460000,-46.560000,207.19,NORMAL,6.92,277.45,1.84,670.03,20.45,2414,642,0.34,1.38,RUIM
295.00,SENSOR_005,-23.450000,-46.550000,228.49,NORMAL,8.27,318.21,1.87,373.60,31.04,1600,282,1.62,3.16,RUIM
295.00,SENSOR_006,-23.440000,-46.540000,228.49,NORMAL,6.88,476.53,4.54,774.85,32.92,2323,965,0.54,2.12,RUIM
295.00,SENSOR_007,-23.430000,-46.530000,62.76,ENTUPIMENTO,6.77,506.44,4.01,60.74,29.67,1655,621,0.65,1.08,RUIM
296.00,SENSOR_000,-23.500000,-46.600000,140.55,NORMAL,8.20,596.66,4.35,65.74,26.90,2372,774,1.33,4.82,RUIM
296.00,SENSOR_001,-23.490000,-46.590000,132.43,NORMAL,7.54,440.62,1.55,468.19,18.83,1807,569,0.01,3.17,RUIM
296.00,SENSOR_002,-23.480000,-46.580000,155.33,NORMAL,7.21,366.39,4.90,456.30,32.59,1639,954,0.61,4.04,RUIM
296.00,SENSOR_003,-23.470000,-46.570000,171.57,NORMAL,6.77,539.46,1.86,983.86,23.80,1471,733,1.13,4.35,RUIM
296.00,SENSOR_004,-23.460000,-46.560000,205.58,NORMAL,8.30,253.50,3.15,710.98,21.38,2381,878,1.19,1.76,RUIM
296.00,SENSOR_005,-23.450000,-46.550000,588.14,VAZAMENTO,8.25,234.01,2.30,693.62,26.69,1470,985,1.30,3.73,MODERADA
296.00,SENSOR_006,-23.440000,-46.540000,607.66,VAZAMENTO,8.31,576.99,2.01,452.41,32.35,641,730,1.29,0.67,RUIM
296.00,SENSOR_007,-23.430000,-46.530000,237.79,NORMAL,7.81,421.55,4.52,489.43,24.25,1385,931,1.30,1.99,MODERADA
297.00,SENSOR_000,-23.500000,-46.600000,117.44,NORMAL,8.21,264.53,2.08,371.42,26.25,2261,883,0.95,0.61,RUIM
297.00,SENSOR_001,-23.490000,-46.590000,148.34,NORMAL,8.07,553.63,2.59,511.44,25.07,1340,571,0.89,3.66,RUIM
297.00,SENSOR_002,-23.480000,-46.580000,164.64,NORMAL,7.93,245.98,1.34,729.26,23.05,2214,750,0.80,1.85,RUIM
297.00,SENSOR_003,-23.470000,-46.570000,185.71,NORMAL,6.75,423.88,1.66,132.32,28.94,1395,329,0.88,4.91,RUIM
297.00,SENSOR_004,-23.460000,-46.560000,192.51,NORMAL,8.27,428.50,4.19,307.74,23.93,2259,907,0.60,2.17,RUIM
297.00,SENSOR_005,-23.450000,-46.550000,201.17,NORMAL,8.08,569.44,2.83,681.77,22.16,1622,1091,1.59,2.14,RUIM
297.00,SENSOR_006,-23.440000,-46.540000,226.25,NORMAL,7.10,438.83,2.77,126.23,27.38,2056,1041,0.31,0.97,RUIM
297.00,SENSOR_007,-23.430000,-46.530000,243.81,NORMAL,7.02,408.57,4.99,938.71,32.40,1558,296,0.86,0.71,RUIM
298.00,SENSOR_000,-23.500000,-46.600000,129.83,NORMAL,7.53,262.20,2.30,569.01,19.02,2277,625,1.66,4.92,RUIM
298.00,SENSOR_001,-23.490000,-46.590000,140.82,NORMAL,7.58,228.93,4.09,484.56,22.56,1045,870,1.49,1.67,MODERADA
298.00,SENSOR_002,-23.480000,-46.580000,155.76,NORMAL,6.92,411.79,2.18,712.29,25.08,1492,631,1.91,1.93,RUIM
298.00,SENSOR_003,-23.470000,-46.570000,163.95,NORMAL,7.23,478.70,4.58,627.71,27.40,1626,1010,1.16,3.31,MODERADA
298.00,SENSOR_004,-23.460000,-46.560000,192.74,NORMAL,6.59,473.97,4.76,912.27,28.47,1071,204,0.23,3.14,RUIM
298.00,SENSOR_005,-23.450000,-46.550000,216.51,NORMAL,7.28,424.17,3.60,917.46,25.03,2339,543,1.95,2.25,RUIM
298.00,SENSOR_006,-23.440000,-46.540000,223.93,NORMAL,6.84,485.97,1.67,773.05,25.90,1016,917,0.91,0.96,RUIM
298.00,SENSOR_007,-23.430000,-46.530000,245.91,NORMAL,6.65,517.23,1.36,641.15,31.72,1718,827,0.92,3.85,RUIM
299.00,SENSOR_000,-23.500000,-46.600000,131.42,NORMAL,8.20,553.30,4.07,164.20,30.58,1077,312,1.60,2.57,RUIM
299.00,SENSOR_001,-23.490000,-46.590000,142.00,NORMAL,6.88,332.90,2.56,186.61,19.14,2226,872,0.84,3.01,RUIM
299.00,SENSOR_002,-23.480000,-46.580000,169.02,NORMAL,7.70,390.33,2.97,750.78,21.17,733,157,0.86,1.07,MODERADA
299.00,SENSOR_003,-23.470000,-46.570000,189.72,NORMAL,6.80,221.45,1.05,305.32,19.76,2332,894,0.53,3.10,RUIM
299.00,SENSOR_004,-23.460000,-46.560000,210.38,NORMAL,7.66,571.55,1.28,73.50,32.13,1133,271,0.58,1.52,RUIM
299.00,SENSOR_005,-23.450000,-46.550000,227.38,NORMAL,8.10,572.77,1.28,571.06,25.75,2222,1077,0.98,4.40,RUIM
299.00,SENSOR_006,-23.440000,-46.540000,219.89,NORMAL,7.75,335.98,4.63,399.90,28.93,687,621,0.92,2.51,MODERADA
299.00,SENSOR_007,-23.430000,-46.530000,243.81,NORMAL,6.78,581.23,2.57,210.60,21.83,1932,947,0.81,2.28,RUIM
300.00,SENSOR_000,-23.500000,-46.600000,115.62,NORMAL,6.78,234.09,2.41,650.21,24.40,809,859,0.49,4.40,RUIM
300.00,SENSOR_001,-23.490000,-46.590000,129.88,NORMAL,6.98,365.11,3.03,817.32,32.51,1885,1099,0.17,3.03,RUIM
300.00,SENSOR_002,-23.480000,-46.580000,153.45,NORMAL,7.98,404.12,3.50,986.20,18.59,1838,956,1.18,4.86,RUIM
300.00,SENSOR_003,-23.470000,-46.570000,172.67,NORMAL,7.85,243.02,1.59,325.45,26.69,1965,945,0.57,3.82,RUIM
300.00,SENSOR_004,-23.460000,-46.560000,187.06,NORMAL,8.25,393.20,4.30,831.69,27.23,1215,181,1.05,1.78,RUIM
300.00,SENSOR_005,-23.450000,-46.550000,205.14,NORMAL,7.32,475.40,1.77,141.73,19.46,1804,596,1.73,3.97,RUIM
300.00,SENSOR_006,-23.440000,-46.540000,234.59,NORMAL,8.40,393.61,1.57,397.22,28.44,764,582,1.39,0.59,RUIM
300.00,SENSOR_007,-23.430000,-46.530000,256.56,NORMAL,7.40,286.03,1.25,546.72,20.76,636,736,1.95,0.72,RUIM
301.00,SENSOR_000,-23.500000,-46.600000,139.50,NORMAL,7.73,263.00,2.63,355.22,21.84,1915,437,0.87,1.27,MODERADA
301.00,SENSOR_001,-23.490000,-46.590000,149.72,NORMAL,8.13,300.97,1.10,397.82,21.67,648,658,1.86,4.18,RUIM
301.00,SENSOR_002,-23.480000,-46.580000,173.89,NORMAL,7.87,274.03,2.23,159.39,24.33,794,598,0.50,0.99,MODERADA
301.00,SENSOR_003,-23.470000,-46.570000,192.98,NORMAL,7.11,559.60,3.29,649.16,26.35,1970,1063,1.17,4.39,RUIM
301.00,SENSOR_004,-23.460000,-46.560000,209.45,NORMAL,6.79,446.65,1.31,320.83,20.02,2482,552,1.38,4.01,RUIM
301.00,SENSOR_005,-23.450000,-46.550000,227.72,NORMAL,6.78,217.43,3.07,796.99,26.07,2401,525,0.02,3.83,RUIM
301.00,SENSOR_006,-23.440000,-46.540000,58.97,ENTUPIMENTO,7.64,437.72,2.79,190.81,21.53,1603,601,0.67,3.59,MODERADA
301.00,SENSOR_007,-23.430000,-46.530000,249.03,NORMAL,6.95,542.92,2.62,628.22,25.75,2181,937,1.47,3.91,RUIM
302.00,SENSOR_000,-23.500000,-46.600000,138.70,NORMAL,7.46,542.68,1.62,448.16,31.45,1629,638,0.77,3.60,RUIM
302.00,SENSOR_001,-23.490000,-46.590000,128.83,NORMAL,7.37,377.46,3.12,130.18,31.80,2284,942,1.77,2.37,RUIM
302.00,SENSOR_002,-23.480000,-46.580000,152.23,NORMAL,8.22,500.38,1.63,915.01,30.95,1354,174,0.22,2.49,RUIM
302.00,SENSOR_003,-23.470000,-46.570000,43.83,ENTUPIMENTO,6.67,306.39,3.04,166.79,28.05,645,124,1.28,3.08,MODERADA
302.00,SENSOR_004,-23.460000,-46.560000,204.07,NORMAL,6.64,305.22,4.44,521.11,21.85,827,752,1.80,0.79,RUIM
302.00,SENSOR_005,-23.450000,-46.550000,214.04,NORMAL,8.39,202.84,3.18,508.58,26.41,2085,709,0.39,3.97,RUIM
302.00,SENSOR_006,-23.440000,-46.540000,234.00,NORMAL,7.86,459.97,3.12,405.94,29.89,1708,1001,1.97,3.44,RUIM
302.00,SENSOR_007,-23.430000,-46.530000,250.82,NORMAL,7.86,297.58,3.28,729.84,22.72,1478,1064,0.55,3.60,MODERADA
303.00,SENSOR_000,-23.500000,-46.600000,116.91,NORMAL,7.97,278.58,4.10,518.20,19.49,1883,194,0.66,2.58,MODERADA
303.00,SENSOR_001,-23.490000,-46.590000,130.22,NORMAL,7.52,375.73,2.01,254.02,28.26,896,703,1.88,4.65,RUIM
303.00,SENSOR_002,-23.480000,-46.580000,163.64,NORMAL,7.09,214.48,2.46,221.18,26.27,858,683,0.77,1.48,MODERADA
303.00,SENSOR_003,-23.470000,-46.570000,181.82,NORMAL,6.93,357.94,2.40,862.44,31.84,1620,743,1.45,2.61,RUIM
303.00,SENSOR_004,-23.460000,-46.560000,184.56,NORMAL,8.26,573.19,4.75,289.85,27.78,581,1002,1.43,0.61,RUIM
303.00,SENSOR_005,-23.450000,-46.550000,219.89,NORMAL,7.71,307.46,2.64,52.56,18.31,2491,679,1.62,1.83,RUIM
303.00,SENSOR_006,-23.440000,-46.540000,219.96,NORMAL,7.49,401.95,3.63,382.51,26.68,633,927,0.92,0.86,MODERADA
303.00,SENSOR_007,-23.430000,-46.530000,706.66,VAZAMENTO,6.63,335.00,3.85,361.98,19.01,2230,138,0.91,3.19,RUIM
304.00,SENSOR_000,-23.500000,-46.600000,115.36,NORMAL,7.45,588.09,3.23,483.93,21.41,510,539,1.32,3.21,RUIM
304.00,SENSOR_001,-23.490000,-46.590000,136.85,NORMAL,7.25,574.57,4.74,886.75,20.98,2231,423,0.63,2.70,RUIM
304.00,SENSOR_002,-23.480000,-46.580000,37.10,ENTUPIMENTO,8.48,244.83,2.42,737.77,24.03,2244,399,0.57,4.32,RUIM
304.00,SENSOR_003,-23.470000,-46.570000,191.06,NORMAL,7.70,215.14,3.31,933.14,23.56,930,971,0.43,3.63,RUIM
304.00,SENSOR_004,-23.460000,-46.560000,208.09,NORMAL,7.95,217.00,4.20,830.13,19.97,2224,252,0.84,3.79,RUIM
304.00,SENSOR_005,-23.450000,-46.550000,226.74,NORMAL,6.69,370.03,2.62,652.77,29.99,1685,409,1.78,4.43,RUIM
304.00,SENSOR_006,-23.440000,-46.540000,217.67,NORMAL,7.25,477.13,1.04,825.00,29.97,906,645,1.71,1.24,RUIM
304.00,SENSOR_007,-23.430000,-46.530000,245.28,NORMAL,6.85,561.37,2.58,193.78,24.02,956,488,1.48,4.81,RUIM
305.00,SENSOR_000,-23.500000,-46.600000,120.45,NORMAL,7.07,351.23,1.50,837.92,30.07,989,584,1.63,2.94,RUIM
305.00,SENSOR_001,-23.490000,-46.590000,152.26,NORMAL,7.01,371.59,1.31,75.00,29.67,529,843,0.72,1.39,RUIM
305.00,SENSOR_002,-23.480000,-46.580000,157.49,NORMAL,6.74,387.94,3.76,776.68,30.29,1442,1094,1.69,2.88,RUIM
305.00,SENSOR_003,-23.470000,-46.570000,169.88,NORMAL,7.11,402.05,2.21,723.55,21.83,1743,672,1.75,1.03,RUIM
305.00,SENSOR_004,-23.460000,-46.560000,182.89,NORMAL,8.15,387.62,4.44,566.48,30.71,1754,562,1.98,1.16,RUIM
305.00,SENSOR_005,-23.450000,-46.550000,225.84,NORMAL,8.27,306.55,3.08,81.12,24.32,1669,261,1.47,3.07,MODERADA
305.00,SENSOR_006,-23.440000,-46.540000,233.09,NORMAL,7.07,412.84,4.66,284.69,31.66,1671,188,0.69,4.81,RUIM
305.00,SENSOR_007,-23.430000,-46.530000,233.66,NORMAL,8.47,429.96,3.15,993.65,20.99,2462,701,1.83,2.93,RUIM
306.00,SENSOR_000,-23.500000,-46.600000,140.37,NORMAL,7.30,296.85,2.18,689.58,30.42,1660,908,0.45,3.95,MODERADA
306.00,SENSOR_001,-23.490000,-46.590000,140.29,NORMAL,7.06,405.94,3.95,263.82,24.24,2411,1083,0.64,1.52,RUIM
306.00,SENSOR_002,-23.480000,-46.580000,156.95,NORMAL,8.45,385.07,3.42,77.57,32.28,1810,933,1.87,2.06,RUIM
306.00,SENSOR_003,-23.470000,-46.570000,175.26,NORMAL,6.58,564.66,1.04,624.09,32.34,700,720,0.51,4.41,RUIM
306.00,SENSOR_004,-23.460000,-46.560000,209.16,NORMAL,8.44,591.58,3.44,530.87,20.66,1364,1043,0.59,4.63,RUIM
306.00,SENSOR_005,-23.450000,-46.550000,218.74,NORMAL,7.50,512.61,2.09,232.36,24.05,1928,808,0.17,3.28,RUIM
306.00,SENSOR_006,-23.440000,-46.540000,216.03,NORMAL,8.28,389.38,4.74,647.25,18.75,895,813,0.71,1.95,MODERADA
306.00,SENSOR_007,-23.430000,-46.530000,240.62,NORMAL,7.13,376.14,1.74,809.38,31.18,609,662,0.83,4.60,RUIM
307.00,SENSOR_000,-23.500000,-46.600000,134.27,NORMAL,7.59,456.80,4.20,846.29,22.38,1199,846,0.94,1.52,RUIM
307.00,SENSOR_001,-23.490000,-46.590000,153.94,NORMAL,7.57,526.09,4.90,69.01,26.62,637,865,0.26,0.59,RUIM
307.00,SENSOR_002,-23.480000,-46.580000,153.07,NORMAL,8.16,570.73,4.53,474.33,25.88,2446,203,1.03,4.67,RUIM
307.00,SENSOR_003,-23.470000,-46.570000,520.38,VAZAMENTO,8.32,216.00,3.99,969.78,28.03,1091,970,1.91,0.67,RUIM
307.00,SENSOR_004,-23.460000,-46.560000,196.30,NORMAL,6.94,356.84,1.02,888.19,25.44,1226,265,0.70,1.12,RUIM
307.00,SENSOR_005,-23.450000,-46.550000,207.28,NORMAL,7.36,438.49,2.19,641.08,20.27,2281,547,1.26,1.47,RUIM
307.00,SENSOR_006,-23.440000,-46.540000,242.14,NORMAL,8.06,389.04,2.15,771.25,24.79,912,235,1.03,1.47,MODERADA
307.00,SENSOR_007,-23.430000,-46.530000,256.34,NORMAL,8.32,224.82,4.78,983.05,31.74,1694,560,1.25,3.36,RUIM
308.00,SENSOR_000,-23.500000,-46.600000,127.50,NORMAL,8.05,228.33,3.14,167.89,24.88,2198,467,0.35,0.80,RUIM
308.00,SENSOR_001,-23.490000,-46.590000,146.20,NORMAL,6.67,555.07,3.09,223.33,26.23,2036,441,1.79,3.32,RUIM
308.00,SENSOR_002,-23.480000,-46.580000,148.78,NORMAL,7.70,258.60,3.20,931.41,30.08,2496,815,0.26,4.77,RUIM
308.00,SENSOR_003,-23.470000,-46.570000,191.27,NORMAL,7.00,484.63,3.69,139.80,29.15,1767,639,1.46,4.31,RUIM
308.00,SENSOR_004,-23.460000,-46.560000,205.27,NORMAL,7.89,339.22,3.99,814.84,20.57,2386,475,0.09,1.16,RUIM
308.00,SENSOR_005,-23.450000,-46.550000,199.22,NORMAL,7.65,398.47,2.68,117.42,23.68,1536,1010,1.43,2.22,MODERADA
308.00,SENSOR_006,-23.440000,-46.540000,233.28,NORMAL,7.33,396.97,4.23,820.42,29.35,1498,611,0.47,0.61,RUIM
308.00,SENSOR_007,-23.430000,-46.530000,245.91,NORMAL,6.57,527.16,2.09,869.25,26.72,1481,144,0.60,2.90,RUIM
309.00,SENSOR_000,-23.500000,-46.600000,120.04,NORMAL,7.37,268.32,4.78,643.19,28.68,1785,789,1.86,2.16,RUIM
309.00,SENSOR_001,-23.490000,-46.590000,138.01,NORMAL,7.56,469.35,1.09,334.64,22.96,1751,170,1.20,1.19,RUIM
309.00,SENSOR_002,-23.480000,-46.580000,149.60,NORMAL,6.70,472.92,1.35,908.60,29.07,2204,940,0.93,2.97,RUIM
309.00,SENSOR_003,-23.470000,-46.570000,191.14,NORMAL,8.18,589.64,2.05,665.48,24.26,1839,959,1.15,2.54,RUIM
309.00,SENSOR_004,-23.460000,-46.560000,188.66,NORMAL,6.52,244.69,4.52,180.47,26.71,1400,656,1.20,1.75,MODERADA
309.00,SENSOR_005,-23.450000,-46.550000,205.03,NORMAL,7.51,438.52,4.05,239.51,25.03,2449,409,0.16,2.93,RUIM
309.00,SENSOR_006,-23.440000,-46.540000,217.32,NORMAL,7.87,385.85,3.89,919.42,24.10,902,159,0.24,2.06,RUIM
309.00,SENSOR_007,-23.430000,-46.530000,241.70,NORMAL,7.07,294.43,4.32,172.09,29.52,1450,607,0.95,3.54,MODERADA
