tempo_min,sensorId,latitude,longitude,vazao,status,pH,DQO,OD,turbidez,temperatura,coliformes,ecoli,H2S,amonia,qualidade
11.53,Turu,-2.537900,-44.247400,157.78,NORMAL,8.29,587.80,3.49,516.40,26.11,937,227,1.64,1.70,RUIM
11.53,Sao_Cristovao,-2.495400,-44.265200,175.02,NORMAL,7.52,260.36,2.76,149.06,19.96,788,323,1.27,4.61,RUIM
11.53,Anil,-2.522700,-44.254900,209.28,NORMAL,7.09,209.21,1.94,77.06,22.82,1477,907,0.98,4.99,RUIM
11.53,Vinhais,-2.570000,-44.296600,206.72,NORMAL,8.00,461.65,2.70,618.45,24.76,1568,304,1.05,3.61,MODERADA
11.53,Bequimao,-2.558900,-44.248400,227.37,NORMAL,6.93,223.68,4.70,289.79,21.11,1316,190,0.39,3.34,MODERADA
11.53,Cohama,-2.487700,-44.228700,251.71,NORMAL,7.46,423.75,2.26,493.57,28.09,1711,698,1.97,4.83,RUIM
11.57,Centro,-2.515000,-44.290600,29.93,ENTUPIMENTO,6.71,222.06,3.49,910.84,21.29,1994,604,0.01,1.67,RUIM
11.57,Renascenca,-2.503800,-44.256200,137.02,NORMAL,6.98,273.35,3.99,112.38,24.18,2041,671,1.03,1.41,RUIM
11.57,Turu,-2.537900,-44.247400,156.32,NORMAL,6.70,286.44,3.34,834.81,18.08,836,138,0.30,2.22,RUIM
11.57,Sao_Cristovao,-2.495400,-44.265200,170.83,NORMAL,7.07,390.44,4.84,116.12,31.60,1984,483,1.57,2.58,RUIM
11.57,Anil,-2.522700,-44.254900,198.53,NORMAL,6.71,486.02,3.84,992.77,22.96,2240,326,0.47,2.88,RUIM
11.57,Vinhais,-2.570000,-44.296600,211.31,NORMAL,7.90,476.05,1.62,444.33,22.31,1906,621,0.50,0.51,RUIM
11.57,Bequimao,-2.558900,-44.248400,232.43,NORMAL,7.00,259.74,4.30,742.50,32.37,1068,132,1.72,2.02,RUIM
11.57,Cohama,-2.487700,-44.228700,245.86,NORMAL,6.53,327.22,1.96,758.46,23.47,1183,1037,1.95,2.91,RUIM
11.60,Centro,-2.515000,-44.290600,126.20,NORMAL,7.94,401.36,2.83,341.51,21.25,1221,852,1.84,2.10,RUIM
11.60,Renascenca,-2.503800,-44.256200,376.78,VAZAMENTO,7.07,262.11,4.96,206.16,27.60,715,761,0.16,1.32,BOA
11.60,Turu,-2.537900,-44.247400,148.04,NORMAL,7.53,311.28,1.80,383.88,24.76,1760,586,1.06,0.75,RUIM
11.60,Sao_Cristovao,-2.495400,-44.265200,177.46,NORMAL,7.99,571.20,2.83,511.85,20.17,1776,531,1.78,2.32,RUIM
11.60,Anil,-2.522700,-44.254900,201.76,NORMAL,6.65,536.45,2.19,91.92,19.52,1752,995,1.60,3.08,RUIM
11.60,Vinhais,-2.570000,-44.296600,202.25,NORMAL,6.61,460.64,2.45,489.40,28.84,1988,713,0.12,4.06,RUIM
11.60,Bequimao,-2.558900,-44.248400,219.79,NORMAL,7.23,494.88,3.00,409.11,19.61,1182,1082,0.50,4.60,RUIM
11.60,Cohama,-2.487700,-44.228700,240.69,NORMAL,8.17,253.64,3.49,74.45,19.13,2153,1057,1.14,3.56,RUIM
11.63,Centro,-2.515000,-44.290600,131.39,NORMAL,6.88,233.90,1.68,283.89,29.67,1744,912,1.86,1.99,RUIM
11.63,Renascenca,-2.503800,-44.256200,141.54,NORMAL,8.23,580.06,4.69,197.16,32.09,564,999,1.85,2.33,RUIM
11.63,Turu,-2.537900,-44.247400,169.78,NORMAL,8.36,239.51,3.42,330.96,25.23,2129,821,1.14,4.64,RUIM
11.63,Sao_Cristovao,-2.495400,-44.265200,186.32,NORMAL,6.63,396.32,3.86,445.70,20.35,1543,124,1.88,4.51,RUIM
11.63,Anil,-2.522700,-44.254900,196.55,NORMAL,7.99,540.13,2.13,489.44,23.47,1484,1011,0.27,1.18,RUIM
11.63,Vinhais,-2.570000,-44.296600,219.48,NORMAL,6.93,446.96,4.76,540.46,30.67,2200,251,1.01,4.98,RUIM
11.63,Bequimao,-2.558900,-44.248400,233.58,NORMAL,7.55,266.73,2.80,365.70,26.96,2265,615,1.09,3.66,RUIM
11.63,Cohama,-2.487700,-44.228700,249.39,NORMAL,6.82,489.69,4.50,789.08,26.53,1635,903,0.65,2.98,MODERADA
11.67,Centro,-2.515000,-44.290600,136.91,NORMAL,7.79,280.23,2.10,541.78,28.99,925,355,1.57,2.87,RUIM
11.67,Renascenca,-2.503800,-44.256200,138.72,NORMAL,7.33,394.60,4.16,891.46,18.50,1333,478,1.88,1.58,RUIM
11.67,Turu,-2.537900,-44.247400,147.78,NORMAL,8.01,385.42,2.95,944.56,31.94,556,697,1.09,3.05,RUIM
11.67,Sao_Cristovao,-2.495400,-44.265200,164.33,NORMAL,6.96,479.25,1.97,183.49,28.32,2068,478,1.22,2.93,RUIM
11.67,Anil,-2.522700,-44.254900,197.90,NORMAL,6.59,586.51,1.66,999.88,31.63,2265,484,0.06,2.48,RUIM
11.67,Vinhais,-2.570000,-44.296600,207.60,NORMAL,7.86,327.87,4.22,491.86,22.49,2136,538,0.70,3.46,RUIM
11.67,Bequimao,-2.558900,-44.248400,228.98,NORMAL,7.43,422.46,1.50,626.86,20.51,2417,223,0.05,2.03,RUIM
11.67,Cohama,-2.487700,-44.228700,253.07,NORMAL,7.72,555.39,4.33,581.60,31.08,1687,996,0.94,1.60,RUIM
11.70,Centro,-2.515000,-44.290600,124.46,NORMAL,6.83,238.00,2.64,857.33,31.10,1318,578,1.69,3.82,RUIM
11.70,Renascenca,-2.503800,-44.256200,137.83,NORMAL,7.62,425.17,2.20,882.87,30.92,956,918,0.08,4.52,RUIM
11.70,Turu,-2.537900,-44.247400,169.22,NORMAL,6.85,555.50,4.49,544.74,18.97,2432,943,0.39,0.96,RUIM
11.70,Sao_Cristovao,-2.495400,-44.265200,177.94,NORMAL,6.69,341.87,4.13,447.22,32.03,2475,1073,0.83,4.03,RUIM
11.70,Anil,-2.522700,-44.254900,184.46,NORMAL,8.38,539.03,4.85,92.25,29.83,1366,460,1.35,4.98,RUIM
11.70,Vinhais,-2.570000,-44.296600,613.20,VAZAMENTO,6.83,465.36,1.01,340.73,23.30,1487,784,1.82,1.28,RUIM
11.70,Bequimao,-2.558900,-44.248400,225.19,NORMAL,7.40,540.08,4.77,81.91,27.48,953,570,1.83,1.56,RUIM
11.70,Cohama,-2.487700,-44.228700,245.67,NORMAL,7.46,523.87,2.74,882.06,20.89,874,902,0.63,4.91,RUIM
11.73,Centro,-2.515000,-44.290600,114.18,NORMAL,7.19,338.38,4.95,110.10,27.32,2492,199,1.86,2.96,RUIM
11.73,Renascenca,-2.503800,-44.256200,37.02,ENTUPIMENTO,6.89,407.32,1.07,568.85,24.33,2374,484,0.08,0.91,RUIM
11.73,Turu,-2.537900,-44.247400,151.20,NORMAL,8.28,548.82,4.40,195.18,26.79,1685,618,0.15,0.96,RUIM
11.73,Sao_Cristovao,-2.495400,-44.265200,45.46,ENTUPIMENTO,7.93,320.63,4.84,776.00,25.90,1134,845,1.22,1.90,MODERADA
11.73,Anil,-2.522700,-44.254900,208.98,NORMAL,7.69,547.88,2.79,589.39,29.91,1313,409,0.82,0.82,RUIM
11.73,Vinhais,-2.570000,-44.296600,214.68,NORMAL,7.54,529.22,3.11,351.61,23.95,885,1030,1.14,3.05,RUIM
11.73,Bequimao,-2.558900,-44.248400,240.77,NORMAL,8.13,469.63,1.40,618.01,24.22,973,1023,0.31,3.97,RUIM
11.73,Cohama,-2.487700,-44.228700,251.30,NORMAL,7.64,309.34,1.30,732.16,23.30,680,451,1.71,1.61,RUIM
11.77,Centro,-2.515000,-44.290600,116.80,NORMAL,6.96,375.46,4.80,740.93,30.83,1729,776,1.42,1.49,MODERADA
11.77,Renascenca,-2.503800,-44.256200,142.67,NORMAL,7.95,353.70,4.05,797.77,18.72,701,332,1.67,3.98,RUIM
11.77,Turu,-2.537900,-44.247400,151.41,NORMAL,8.44,407.61,4.42,82.13,30.72,1283,1100,0.88,1.37,MODERADA
11.77,Sao_Cristovao,-2.495400,-44.265200,180.64,NORMAL,8.24,552.95,2.98,719.59,26.55,1072,687,0.63,3.69,RUIM
11.77,Anil,-2.522700,-44.254900,181.65,NORMAL,8.14,530.02,3.58,263.11,19.70,646,258,1.12,4.38,RUIM
11.77,Vinhais,-2.570000,-44.296600,207.77,NORMAL,8.28,415.28,1.82,740.04,30.54,613,508,0.63,2.19,RUIM
11.77,Bequimao,-2.558900,-44.248400,232.34,NORMAL,8.39,321.91,1.68,600.58,24.80,2339,1012,1.46,2.97,RUIM
11.77,Cohama,-2.487700,-44.228700,238.92,NORMAL,6.94,530.58,2.10,702.12,19.09,1125,701,0.28,4.19,RUIM
11.80,Centro,-2.515000,-44.290600,119.48,NORMAL,6.85,507.15,4.21,839.94,25.47,2305,267,1.44,1.32,RUIM
11.80,Renascenca,-2.503800,-44.256200,144.57,NORMAL,7.25,298.11,2.73,979.04,26.42,1386,767,1.99,2.40,RUIM
11.80,Turu,-2.537900,-44.247400,157.62,NORMAL,7.30,502.58,2.68,252.94,22.71,995,509,1.86,0.81,RUIM
11.80,Sao_Cristovao,-2.495400,-44.265200,185.70,NORMAL,7.62,415.77,3.19,216.51,32.03,1993,958,0.53,4.92,RUIM
11.80,Anil,-2.522700,-44.254900,206.62,NORMAL,7.56,520.64,3.81,306.46,29.90,640,247,0.07,3.44,RUIM
11.80,Vinhais,-2.570000,-44.296600,208.14,NORMAL,6.74,269.39,1.17,766.61,31.83,1568,641,1.34,3.81,RUIM
11.80,Bequimao,-2.558900,-44.248400,236.15,NORMAL,7.48,441.24,1.16,865.89,24.22,2396,348,0.64,3.81,RUIM
11.80,Cohama,-2.487700,-44.228700,262.27,NORMAL,7.27,224.73,3.92,392.02,19.13,1629,465,1.55,3.04,RUIM
11.83,Centro,-2.515000,-44.290600,128.33,NORMAL,7.86,560.76,1.79,750.99,21.61,982,1078,1.50,1.21,RUIM
11.83,Renascenca,-2.503800,-44.256200,137.86,NORMAL,8.01,244.32,3.75,179.85,21.87,738,174,1.20,2.36,MODERADA
11.83,Turu,-2.537900,-44.247400,147.09,NORMAL,8.26,533.44,2.47,832.95,28.24,1122,1093,1.71,2.70,RUIM
11.83,Sao_Cristovao,-2.495400,-44.265200,177.53,NORMAL,7.30,527.31,2.47,790.85,30.09,515,558,0.93,1.50,RUIM
11.83,Anil,-2.522700,-44.254900,201.68,NORMAL,7.90,467.47,4.87,647.22,24.09,1242,1089,1.50,1.59,RUIM
11.83,Vinhais,-2.570000,-44.296600,218.04,NORMAL,6.89,370.85,1.49,174.11,24.07,2108,325,0.73,4.18,RUIM
11.83,Bequimao,-2.558900,-44.248400,240.32,NORMAL,7.09,263.12,4.34,965.45,19.30,1727,799,1.17,2.01,RUIM
11.83,Cohama,-2.487700,-44.228700,259.82,NORMAL,6.70,515.43,1.75,454.37,29.90,1008,1010,0.85,2.92,RUIM
11.87,Centro,-2.515000,-44.290600,130.95,NORMAL,7.21,345.01,2.24,148.08,26.05,1020,460,0.38,2.49,MODERADA
11.87,Renascenca,-2.503800,-44.256200,149.79,NORMAL,7.50,469.85,2.60,304.53,32.33,2310,595,0.31,3.42,RUIM
11.87,Turu,-2.537900,-44.247400,151.99,NORMAL,7.07,322.26,4.14,505.99,29.94,1786,515,0.14,4.58,RUIM
11.87,Sao_Cristovao,-2.495400,-44.265200,184.52,NORMAL,7.86,289.75,2.40,243.02,22.53,2018,871,1.69,4.51,RUIM
11.87,Anil,-2.522700,-44.254900,185.80,NORMAL,7.63,207.27,1.02,387.84,22.17,2466,573,0.48,3.45,RUIM
11.87,Vinhais,-2.570000,-44.296600,212.51,NORMAL,8.13,251.04,2.92,615.28,22.07,663,910,1.00,4.71,RUIM
11.87,Bequimao,-2.558900,-44.248400,238.17,NORMAL,7.63,350.69,3.37,900.46,23.44,2311,398,0.30,4.76,RUIM
11.87,Cohama,-2.487700,-44.228700,251.49,NORMAL,7.40,229.02,1.87,612.40,26.05,843,131,1.83,1.22,RUIM
11.90,Centro,-2.515000,-44.290600,134.65,NORMAL,6.79,343.74,4.90,691.94,19.77,1290,1033,0.83,3.47,MODERADA
11.90,Renascenca,-2.503800,-44.256200,407.25,VAZAMENTO,7.74,391.31,1.35,698.82,32.44,1225,1029,0.35,3.84,RUIM
11.90,Turu,-2.537900,-44.247400,170.08,NORMAL,6.75,556.15,4.60,200.14,31.13,2076,316,1.17,3.49,RUIM
11.90,Sao_Cristovao,-2.495400,-44.265200,526.73,VAZAMENTO,7.57,231.10,2.67,162.11,18.15,2041,231,1.80,3.83,RUIM
11.90,Anil,-2.522700,-44.254900,208.24,NORMAL,8.15,510.12,2.07,793.37,24.42,1360,801,1.38,1.46,RUIM
11.90,Vinhais,-2.570000,-44.296600,220.85,NORMAL,6.71,225.09,3.08,936.71,22.10,1254,464,1.85,4.66,RUIM
11.90,Bequimao,-2.558900,-44.248400,241.03,NORMAL,7.81,427.00,4.77,730.26,30.78,2190,992,1.49,3.44,RUIM
11.90,Cohama,-2.487700,-44.228700,257.06,NORMAL,7.55,408.60,2.13,876.28,21.80,1754,575,0.52,4.87,RUIM
11.93,Centro,-2.515000,-44.290600,136.18,NORMAL,6.89,318.31,4.38,240.09,24.41,1229,886,0.45,0.84,MODERADA
11.93,Renascenca,-2.503800,-44.256200,145.80,NORMAL,6.51,226.68,4.71,72.41,30.10,929,332,1.40,3.38,MODERADA
11.93,Turu,-2.537900,-44.247400,167.24,NORMAL,8.11,529.20,2.70,83.79,27.33,2051,287,0.66,3.28,RUIM
11.93,Sao_Cristovao,-2.495400,-44.265200,183.34,NORMAL,6.58,224.57,3.67,980.40,28.78,1025,677,1.41,4.17,RUIM
11.93,Anil,-2.522700,-44.254900,553.55,VAZAMENTO,8.43,321.00,1.41,906.36,28.76,2305,986,1.54,4.90,RUIM
11.93,Vinhais,-2.570000,-44.296600,201.08,NORMAL,8.30,515.47,2.91,272.93,32.62,1754,866,0.82,1.52,RUIM
11.93,Bequimao,-2.558900,-44.248400,224.31,NORMAL,8.44,592.22,2.86,69.11,31.48,525,971,0.02,4.19,RUIM
11.93,Cohama,-2.487700,-44.228700,241.02,NORMAL,7.33,487.60,2.58,140.34,28.48,1789,248,1.99,3.18,RUIM
11.97,Centro,-2.515000,-44.290600,139.21,NORMAL,7.53,532.53,3.10,736.22,30.64,1993,739,0.44,3.47,RUIM
11.97,Renascenca,-2.503800,-44.256200,154.70,NORMAL,6.64,431.28,1.08,506.62,25.14,2159,733,1.72,1.27,RUIM
11.97,Turu,-2.537900,-44.247400,154.87,NORMAL,7.93,348.85,1.76,976.74,23.35,1051,316,0.92,3.60,RUIM
11.97,Sao_Cristovao,-2.495400,-44.265200,167.36,NORMAL,7.65,441.12,2.23,323.02,28.17,903,385,1.28,1.68,MODERADA
11.97,Anil,-2.522700,-44.254900,182.87,NORMAL,6.89,307.66,2.38,322.27,22.36,2110,115,0.91,0.77,RUIM
11.97,Vinhais,-2.570000,-44.296600,205.72,NORMAL,8.16,425.06,1.62,274.32,32.66,1271,676,1.06,1.41,RUIM
11.97,Bequimao,-2.558900,-44.248400,240.11,NORMAL,6.95,327.02,5.00,775.86,29.08,848,494,1.47,2.53,MODERADA
11.97,Cohama,-2.487700,-44.228700,671.84,VAZAMENTO,8.20,244.54,2.43,981.69,23.07,1191,488,1.57,1.20,RUIM
12.00,Centro,-2.515000,-44.290600,122.98,NORMAL,7.57,585.74,1.31,701.25,28.87,2066,476,0.27,1.63,RUIM
12.00,Renascenca,-2.503800,-44.256200,149.64,NORMAL,7.29,594.47,2.85,336.53,18.34,723,373,0.76,1.63,RUIM
12.00,Turu,-2.537900,-44.247400,147.70,NORMAL,6.72,552.84,3.93,909.79,31.28,2160,300,0.07,4.76,RUIM
12.00,Sao_Cristovao,-2.495400,-44.265200,182.68,NORMAL,7.77,303.78,3.31,968.35,32.80,2027,556,0.80,4.61,RUIM
12.00,Anil,-2.522700,-44.254900,203.99,NORMAL,6.58,281.02,2.74,966.75,30.49,520,681,0.27,1.02,RUIM
12.00,Vinhais,-2.570000,-44.296600,205.25,NORMAL,8.40,210.82,4.81,504.90,21.82,1949,347,0.77,4.52,RUIM
12.00,Bequimao,-2.558900,-44.248400,225.75,NORMAL,6.86,554.34,2.02,147.90,28.73,2491,1030,1.10,3.71,RUIM
12.00,Cohama,-2.487700,-44.228700,245.90,NORMAL,7.88,460.87,3.73,927.52,32.22,1409,685,1.43,2.28,RUIM
12.03,Centro,-2.515000,-44.290600,128.16,NORMAL,8.03,306.93,3.74,168.99,24.51,1327,858,1.76,2.02,RUIM
12.03,Renascenca,-2.503800,-44.256200,148.84,NORMAL,6.78,324.50,1.03,488.04,24.37,2215,743,1.38,0.93,RUIM
12.03,Turu,-2.537900,-44.247400,157.89,NORMAL,7.59,438.55,1.85,757.78,25.34,1356,229,1.51,2.61,RUIM
12.03,Sao_Cristovao,-2.495400,-44.265200,163.66,NORMAL,8.12,305.66,1.09,819.96,24.95,1641,778,0.40,1.95,RUIM
12.03,Anil,-2.522700,-44.254900,184.35,NORMAL,8.02,285.66,4.99,983.52,20.18,1129,513,1.24,3.26,RUIM
12.03,Vinhais,-2.570000,-44.296600,223.68,NORMAL,7.02,523.16,2.02,776.01,20.59,1349,218,0.36,1.89,RUIM
12.03,Bequimao,-2.558900,-44.248400,238.75,NORMAL,7.46,367.72,3.22,569.61,23.53,853,636,0.19,4.01,RUIM
12.03,Cohama,-2.487700,-44.228700,259.47,NORMAL,8.20,294.63,4.38,868.30,29.72,654,881,0.25,3.19,RUIM
12.07,Centro,-2.515000,-44.290600,119.78,NORMAL,8.11,438.02,4.74,968.42,32.69,1473,431,1.07,3.87,RUIM
12.07,Renascenca,-2.503800,-44.256200,155.41,NORMAL,7.92,459.51,1.82,587.64,27.66,828,208,0.93,2.45,RUIM
12.07,Turu,-2.537900,-44.247400,155.70,NORMAL,7.28,494.74,3.33,640.42,18.78,2267,132,1.24,1.58,RUIM
12.07,Sao_Cristovao,-2.495400,-44.265200,180.13,NORMAL,7.44,386.11,4.22,266.66,24.28,1265,230,0.94,2.62,MODERADA
12.07,Anil,-2.522700,-44.254900,208.00,NORMAL,7.85,510.59,3.10,553.22,20.97,2105,184,1.12,4.12,RUIM
12.07,Vinhais,-2.570000,-44.296600,217.43,NORMAL,8.12,223.10,2.12,805.53,20.48,564,358,0.44,0.95,RUIM
12.07,Bequimao,-2.558900,-44.248400,229.78,NORMAL,6.74,597.06,3.65,645.26,24.11,2451,298,0.71,1.91,RUIM
12.07,Cohama,-2.487700,-44.228700,233.68,NORMAL,6.65,553.16,3.08,420.46,27.97,1352,181,0.83,2.34,RUIM
12.10,Centro,-2.515000,-44.290600,137.65,NORMAL,6.71,529.28,1.10,461.04,19.61,2023,309,0.66,1.69,RUIM
12.10,Renascenca,-2.503800,-44.256200,136.40,NORMAL,8.22,231.81,4.31,147.01,27.83,1681,768,0.24,0.96,MODERADA
12.10,Turu,-2.537900,-44.247400,159.04,NORMAL,6.77,535.67,3.89,205.41,18.47,2122,1005,1.18,1.40,RUIM
12.10,Sao_Cristovao,-2.495400,-44.265200,168.37,NORMAL,8.42,257.40,4.85,490.70,22.64,853,1036,1.94,4.62,RUIM
12.10,Anil,-2.522700,-44.254900,210.51,NORMAL,6.68,537.59,1.23,939.07,32.32,2031,405,0.13,3.34,RUIM
12.10,Vinhais,-2.570000,-44.296600,203.59,NORMAL,8.13,304.37,4.79,326.14,27.31,2365,902,1.76,1.22,RUIM
12.10,Bequimao,-2.558900,-44.248400,239.76,NORMAL,8.32,461.94,3.87,342.19,18.52,653,290,1.93,0.81,RUIM
12.10,Cohama,-2.487700,-44.228700,236.55,NORMAL,8.43,307.79,3.05,798.28,27.22,1270,1088,0.10,2.36,MODERADA
12.13,Centro,-2.515000,-44.290600,135.40,NORMAL,6.97,316.22,4.24,790.17,31.95,1283,377,0.53,1.02,MODERADA
12.13,Renascenca,-2.503800,-44.256200,152.23,NORMAL,7.35,335.11,4.70,850.35,22.73,723,727,1.48,1.21,RUIM
12.13,Turu,-2.537900,-44.247400,150.03,NORMAL,8.33,201.63,3.22,462.88,24.99,1051,800,0.71,1.49,MODERADA
12.13,Sao_Cristovao,-2.495400,-44.265200,182.10,NORMAL,8.08,206.87,3.16,276.21,20.57,1788,602,1.91,3.41,RUIM
12.13,Anil,-2.522700,-44.254900,181.48,NORMAL,7.16,555.70,2.04,804.73,32.26,2236,375,0.87,2.48,RUIM
12.13,Vinhais,-2.570000,-44.296600,223.47,NORMAL,6.88,489.23,3.31,559.56,24.35,1142,967,0.79,0.90,MODERADA
12.13,Bequimao,-2.558900,-44.248400,234.27,NORMAL,6.55,589.89,2.91,417.75,22.13,2070,966,0.36,1.47,RUIM
12.13,Cohama,-2.487700,-44.228700,237.59,NORMAL,7.53,303.18,3.67,691.84,25.50,1305,915,1.28,1.08,MODERADA
12.17,Centro,-2.515000,-44.290600,123.33,NORMAL,6.59,466.78,1.07,87.30,24.57,1578,648,0.72,3.60,RUIM
12.17,Renascenca,-2.503800,-44.256200,134.29,NORMAL,6.63,271.91,4.80,906.88,25.79,863,248,1.77,0.98,RUIM
12.17,Turu,-2.537900,-44.247400,36.68,ENTUPIMENTO,8.06,591.22,2.95,569.81,28.70,1807,183,1.78,4.20,RUIM
12.17,Sao_Cristovao,-2.495400,-44.265200,166.21,NORMAL,7.61,246.96,3.72,122.47,25.12,1170,606,1.34,1.57,MODERADA
12.17,Anil,-2.522700,-44.254900,182.19,NORMAL,8.32,332.67,2.92,670.70,21.68,1348,873,0.26,4.99,RUIM
12.17,Vinhais,-2.570000,-44.296600,209.21,NORMAL,7.48,410.23,2.25,581.71,25.03,1151,422,0.69,0.61,MODERADA
12.17,Bequimao,-2.558900,-44.248400,54.39,ENTUPIMENTO,7.20,589.87,4.51,616.48,22.87,1689,430,1.90,1.07,RUIM
12.17,Cohama,-2.487700,-44.228700,239.09,NORMAL,8.36,347.79,4.45,867.08,31.44,1573,422,1.52,2.33,RUIM
12.20,Centro,-2.515000,-44.290600,118.82,NORMAL,6.94,399.91,2.54,344.46,18.18,2412,745,1.26,0.87,RUIM
12.20,Renascenca,-2.503800,-44.256200,157.56,NORMAL,7.37,578.90,3.86,431.36,23.60,1457,630,0.21,2.96,RUIM
12.20,Turu,-2.537900,-44.247400,170.48,NORMAL,8.32,237.60,2.19,908.80,18.33,662,598,1.40,2.58,RUIM
12.20,Sao_Cristovao,-2.495400,-44.265200,173.99,NORMAL,7.22,410.67,2.68,316.99,27.98,1828,842,0.39,3.35,MODERADA
12.20,Anil,-2.522700,-44.254900,199.36,NORMAL,6.89,520.75,4.31,203.24,31.09,1005,102,1.66,1.16,RUIM
12.20,Vinhais,-2.570000,-44.296600,204.78,NORMAL,6.50,432.30,1.16,318.06,31.74,1260,999,0.75,4.13,RUIM
12.20,Bequimao,-2.558900,-44.248400,223.76,NORMAL,7.66,329.51,4.97,383.99,21.55,696,1059,1.69,3.69,RUIM
12.20,Cohama,-2.487700,-44.228700,251.07,NORMAL,7.14,448.24,2.24,810.24,28.41,562,530,1.72,2.97,RUIM
12.23,Centro,-2.515000,-44.290600,138.45,NORMAL,6.93,506.33,2.48,576.38,32.92,1055,700,1.11,1.03,RUIM
12.23,Renascenca,-2.503800,-44.256200,130.73,NORMAL,7.63,328.90,4.04,759.65,29.05,2270,501,0.23,4.68,RUIM
12.23,Turu,-2.537900,-44.247400,163.10,NORMAL,6.66,225.87,2.02,150.80,22.65,524,632,0.75,4.59,RUIM
12.23,Sao_Cristovao,-2.495400,-44.265200,169.38,NORMAL,7.31,355.52,3.38,205.04,19.89,1547,341,1.58,1.14,RUIM
12.23,Anil,-2.522700,-44.254900,188.79,NORMAL,8.03,500.59,4.35,903.65,29.26,1252,755,1.43,1.72,RUIM
12.23,Vinhais,-2.570000,-44.296600,223.59,NORMAL,7.52,518.14,2.03,285.95,25.58,2300,998,1.68,1.62,RUIM
12.23,Bequimao,-2.558900,-44.248400,55.20,ENTUPIMENTO,7.62,459.05,1.78,95.29,32.01,789,331,0.73,0.74,RUIM
12.23,Cohama,-2.487700,-44.228700,245.71,NORMAL,7.89,265.00,1.59,198.94,25.05,770,799,0.50,2.12,RUIM
12.27,Centro,-2.515000,-44.290600,133.90,NORMAL,7.54,268.54,2.28,313.37,29.50,2196,873,1.21,3.57,RUIM
12.27,Renascenca,-2.503800,-44.256200,150.32,NORMAL,6.70,348.51,3.21,449.08,27.44,2001,686,1.48,2.51,RUIM
12.27,Turu,-2.537900,-44.247400,165.95,NORMAL,8.16,312.80,3.85,337.05,30.34,782,401,1.50,2.43,MODERADA
12.27,Sao_Cristovao,-2.495400,-44.265200,167.44,NORMAL,6.89,529.80,1.74,946.99,29.40,1057,363,1.29,1.30,RUIM
12.27,Anil,-2.522700,-44.254900,207.11,NORMAL,7.72,247.82,4.15,765.54,30.16,1425,697,1.91,2.94,RUIM
12.27,Vinhais,-2.570000,-44.296600,216.67,NORMAL,6.53,247.32,1.28,546.23,24.38,553,472,0.57,1.07,RUIM
12.27,Bequimao,-2.558900,-44.248400,220.42,NORMAL,6.67,299.73,4.29,990.40,18.58,1595,302,1.89,3.59,RUIM
12.27,Cohama,-2.487700,-44.228700,247.69,NORMAL,8.50,298.19,4.28,939.68,30.96,1272,994,0.30,4.00,RUIM
12.30,Centro,-2.515000,-44.290600,117.98,NORMAL,7.16,473.79,1.01,527.30,31.55,2142,335,0.16,2.99,RUIM
12.30,Renascenca,-2.503800,-44.256200,157.66,NORMAL,7.17,438.43,3.81,148.63,22.86,1495,537,0.38,1.62,MODERADA
12.30,Turu,-2.537900,-44.247400,169.44,NORMAL,6.88,568.21,1.11,508.79,27.17,1262,389,0.54,1.10,RUIM
12.30,Sao_Cristovao,-2.495400,-44.265200,165.47,NORMAL,6.70,287.42,2.10,425.25,22.16,1510,148,0.14,1.84,MODERADA
12.30,Anil,-2.522700,-44.254900,200.79,NORMAL,8.24,286.82,3.23,600.94,28.23,1485,912,0.74,4.28,RUIM
12.30,Vinhais,-2.570000,-44.296600,201.70,NORMAL,6.82,429.79,3.35,884.77,21.16,1681,1067,0.57,2.03,RUIM
12.30,Bequimao,-2.558900,-44.248400,239.94,NORMAL,7.96,468.69,4.04,630.02,19.29,615,243,0.75,3.16,MODERADA
12.30,Cohama,-2.487700,-44.228700,258.94,NORMAL,7.83,210.13,2.39,351.76,30.22,1312,114,1.66,2.36,RUIM
12.33,Centro,-2.515000,-44.290600,119.40,NORMAL,6.73,209.61,3.00,635.75,25.37,953,199,1.94,4.29,RUIM
12.33,Renascenca,-2.503800,-44.256200,145.82,NORMAL,8.47,241.66,3.89,460.72,28.96,1666,260,1.42,5.00,RUIM
12.33,Turu,-2.537900,-44.247400,172.90,NORMAL,7.37,552.99,1.11,677.82,18.15,957,858,1.75,1.94,RUIM
12.33,Sao_Cristovao,-2.495400,-44.265200,185.21,NORMAL,7.43,335.78,2.16,511.64,31.98,1039,690,1.13,4.48,RUIM
12.33,Anil,-2.522700,-44.254900,185.34,NORMAL,7.89,257.91,2.64,181.31,24.24,2335,280,1.30,0.55,RUIM
12.33,Vinhais,-2.570000,-44.296600,54.59,ENTUPIMENTO,7.29,512.72,4.60,650.41,26.01,1261,632,1.94,0.91,RUIM
12.33,Bequimao,-2.558900,-44.248400,243.45,NORMAL,7.80,447.33,4.06,899.74,18.31,1887,473,0.84,0.70,RUIM
12.33,Cohama,-2.487700,-44.228700,248.47,NORMAL,7.47,564.68,4.87,837.84,25.16,2019,439,1.90,3.21,RUIM
12.37,Centro,-2.515000,-44.290600,115.09,NORMAL,7.72,551.48,2.47,666.56,19.01,687,515,1.02,2.55,RUIM
